GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
JaCoCo Cassandara Coverage Report,org.apache.cassandra.io.sstable.format.bti,SSTableReversedIterator.ReverseIndexedReader,120,0,8,0,29,0,9,0,5,0
JaCoCo Cassandara Coverage Report,org.apache.cassandra.index.internal,IndexEntry,0,18,0,0,0,7,0,1,0,1
JaCoCo Cassandara Coverage Report,org.apache.cassandra.index.internal,CollatedViewIndexBuilder,11,114,2,10,2,30,2,8,0,4
JaCoCo Cassandara Coverage Report,org.apache.cassandra.index.internal,CassandraIndex,150,794,24,64,22,168,31,74,9,47
JaCoCo Cassandara Coverage Report,org.apache.cassandra.index.internal,CassandraIndexSearcher,92,199,13,9,21,37,8,11,1,7
JaCoCo Cassandara Coverage Report,org.apache.cassandra.index.internal,CassandraIndex.new Index.Indexer() {...},36,297,10,38,7,60,10,29,0,15
JaCoCo Cassandara Coverage Report,org.apache.cassandra.index.internal,CassandraIndexFunctions,3,53,0,2,1,11,1,4,1,3
JaCoCo Cassandara Coverage Report,org.apache.cassandra.index.internal,CassandraIndexFunctions.new CassandraIndexFunctions() {...},12,28,2,0,2,4,2,4,1,4
JaCoCo Cassandara Coverage Report,org.apache.cassandra.index.internal,CassandraIndexFunctions.new CassandraIndexFunctions() {...},0,9,0,0,0,2,0,2,0,2
JaCoCo Cassandara Coverage Report,org.apache.cassandra.index.internal,CassandraIndexFunctions.new CassandraIndexFunctions() {...},51,32,7,1,7,6,6,5,1,5
JaCoCo Cassandara Coverage Report,org.apache.cassandra.index.internal,CassandraIndexFunctions.new CassandraIndexFunctions() {...},28,29,2,2,4,6,2,3,0,3
JaCoCo Cassandara Coverage Report,org.apache.cassandra.index.internal,CassandraIndexFunctions.new CassandraIndexFunctions() {...},39,15,6,0,6,3,5,4,1,4
JaCoCo Cassandara Coverage Report,org.apache.cassandra.index.internal,CassandraIndexFunctions.new CassandraIndexFunctions() {...},8,3,0,0,2,1,2,1,2,1
JaCoCo Cassandara Coverage Report,org.apache.cassandra.index.internal,CassandraIndexFunctions.new CassandraIndexFunctions() {...},0,9,0,0,0,2,0,2,0,2
JaCoCo Cassandara Coverage Report,org.apache.cassandra.index.sai.disk.v1.bitpack,NumericValuesMeta,25,0,0,0,9,0,2,0,2,0
JaCoCo Cassandara Coverage Report,org.apache.cassandra.index.sai.disk.v1.bitpack,BlockPackedWriter,107,0,14,0,19,0,9,0,2,0
JaCoCo Cassandara Coverage Report,org.apache.cassandra.index.sai.disk.v1.bitpack,AbstractBlockPackedReader,364,0,46,0,68,0,30,0,7,0
JaCoCo Cassandara Coverage Report,org.apache.cassandra.index.sai.disk.v1.bitpack,MonotonicBlockPackedReader.new AbstractBlockPackedReader() {...},39,0,0,0,5,0,4,0,4,0
JaCoCo Cassandara Coverage Report,org.apache.cassandra.index.sai.disk.v1.bitpack,MonotonicBlockPackedReader,135,0,4,0,27,0,6,0,4,0
JaCoCo Cassandara Coverage Report,org.apache.cassandra.index.sai.disk.v1.bitpack,BlockPackedReader.new AbstractBlockPackedReader() {...},30,0,0,0,5,0,4,0,4,0
JaCoCo Cassandara Coverage Report,org.apache.cassandra.index.sai.disk.v1.bitpack,MonotonicBlockPackedWriter,145,0,12,0,26,0,10,0,4,0
JaCoCo Cassandara Coverage Report,org.apache.cassandra.index.sai.disk.v1.bitpack,AbstractBlockPackedWriter,144,0,12,0,35,0,13,0,7,0
JaCoCo Cassandara Coverage Report,org.apache.cassandra.index.sai.disk.v1.bitpack,BlockPackedReader,148,0,6,0,30,0,6,0,3,0
JaCoCo Cassandara Coverage Report,org.apache.cassandra.index.sai.disk.v1.bitpack,NumericValuesWriter,89,0,4,0,21,0,6,0,4,0
JaCoCo Cassandara Coverage Report,org.apache.cassandra.service.reads,ReplicaFilteringProtection,65,226,5,15,11,49,4,15,0,9
JaCoCo Cassandara Coverage Report,org.apache.cassandra.service.reads,AbstractReadExecutor,104,450,15,49,14,98,14,40,1,21
JaCoCo Cassandara Coverage Report,org.apache.cassandra.service.reads,DataResolver,45,407,5,29,3,79,8,33,3,21
JaCoCo Cassandara Coverage Report,org.apache.cassandra.service.reads,AbstractReadExecutor.AlwaysSpeculatingReadExecutor,31,0,2,0,8,0,5,0,4,0
JaCoCo Cassandara Coverage Report,org.apache.cassandra.service.reads,ShortReadRowsProtection,8,186,4,16,0,41,4,11,0,5
JaCoCo Cassandara Coverage Report,org.apache.cassandra.service.reads,ShortReadPartitionsProtection,25,280,6,16,1,50,6,12,0,7
JaCoCo Cassandara Coverage Report,org.apache.cassandra.service.reads,SpeculativeRetryPolicy.Kind,0,54,0,0,0,2,0,1,0,1
JaCoCo Cassandara Coverage Report,org.apache.cassandra.service.reads,HybridSpeculativeRetryPolicy,212,0,18,0,39,0,18,0,9,0
JaCoCo Cassandara Coverage Report,org.apache.cassandra.service.reads,ShortReadProtection,3,38,0,2,1,9,1,2,1,1
JaCoCo Cassandara Coverage Report,org.apache.cassandra.service.reads,DataResolver.ResolveContext,0,48,0,6,0,7,0,6,0,3
JaCoCo Cassandara Coverage Report,org.apache.cassandra.service.reads,DataResolver.new UnfilteredPartitionIterators.MergeListener() {...},0,15,0,0,0,4,0,3,0,3
JaCoCo Cassandara Coverage Report,org.apache.cassandra.service.reads,DataResolver.new UnfilteredPartitionIterators.MergeListener() {...},0,38,1,1,0,7,1,3,0,3
JaCoCo Cassandara Coverage Report,org.apache.cassandra.service.reads,PercentileSpeculativeRetryPolicy,38,123,4,8,4,25,4,12,0,10
JaCoCo Cassandara Coverage Report,org.apache.cassandra.service.reads,AlwaysSpeculativeRetryPolicy,19,9,0,0,5,2,5,2,5,2
JaCoCo Cassandara Coverage Report,org.apache.cassandra.service.reads,DigestResolver.DigestResolverDebugResult,12,0,0,0,5,0,1,0,1,0
JaCoCo Cassandara Coverage Report,org.apache.cassandra.service.reads,ReplicaFilteringProtection.PartitionBuilder.new UnfilteredRowIterator() {...},0,61,0,2,0,12,0,12,0,11
JaCoCo Cassandara Coverage Report,org.apache.cassandra.service.reads,FixedSpeculativeRetryPolicy,39,67,2,4,5,15,4,8,2,7
JaCoCo Cassandara Coverage Report,org.apache.cassandra.service.reads,SpeculativeRetryPolicy,24,20,4,6,4,7,3,3,0,1
JaCoCo Cassandara Coverage Report,org.apache.cassandra.service.reads,HybridSpeculativeRetryPolicy.Function,35,0,2,0,3,0,3,0,2,0
JaCoCo Cassandara Coverage Report,org.apache.cassandra.service.reads,DataResolver.2.new UnfilteredRowIterators.MergeListener() {...},201,36,12,0,24,10,9,5,3,5
JaCoCo Cassandara Coverage Report,org.apache.cassandra.service.reads,ReplicaFilteringProtection.new UnfilteredPartitionIterator() {...},4,54,1,5,0,10,1,8,0,6
JaCoCo Cassandara Coverage Report,org.apache.cassandra.service.reads,ReplicaFilteringProtection.new UnfilteredPartitionIterators.MergeListener() {...},0,66,0,2,0,9,0,4,0,3
JaCoCo Cassandara Coverage Report,org.apache.cassandra.service.reads,ReplicaFilteringProtection.PartitionBuilder,60,220,3,19,7,51,3,17,0,9
JaCoCo Cassandara Coverage Report,org.apache.cassandra.service.reads,AbstractReadExecutor.SpeculatingReadExecutor,36,86,7,9,7,21,7,6,1,4
JaCoCo Cassandara Coverage Report,org.apache.cassandra.service.reads,ResponseResolver,27,52,1,3,4,14,1,6,0,5
JaCoCo Cassandara Coverage Report,org.apache.cassandra.service.reads,AbstractReadExecutor.NeverSpeculatingReadExecutor,0,23,0,4,0,6,0,4,0,2
JaCoCo Cassandara Coverage Report,org.apache.cassandra.service.reads,NeverSpeculativeRetryPolicy,11,25,0,4,2,5,2,7,2,5
JaCoCo Cassandara Coverage Report,org.apache.cassandra.service.reads,ReplicaFilteringProtection.1.new UnfilteredRowIterators.MergeListener() {...},0,132,0,20,0,22,0,15,0,5
JaCoCo Cassandara Coverage Report,org.apache.cassandra.service.reads,ReadCallback,129,301,25,39,21,62,19,26,2,11
JaCoCo Cassandara Coverage Report,org.apache.cassandra.service.reads,DigestResolver,109,140,12,22,18,32,11,16,2,8
JaCoCo Cassandara Coverage Report,org.apache.cassandra.tools.nodetool.stats,CompactionHistoryHolder.CompactionHistoryRow,98,0,0,0,23,0,3,0,3,0
JaCoCo Cassandara Coverage Report,org.apache.cassandra.tools.nodetool.stats,TpStatsPrinter,11,12,2,1,3,2,3,1,1,1
JaCoCo Cassandara Coverage Report,org.apache.cassandra.tools.nodetool.stats,DataPathsPrinter.DefaultPrinter,68,0,6,0,15,0,5,0,2,0
JaCoCo Cassandara Coverage Report,org.apache.cassandra.tools.nodetool.stats,TableStatsPrinter.DefaultPrinter,160,429,17,21,13,73,15,6,0,2
JaCoCo Cassandara Coverage Report,org.apache.cassandra.tools.nodetool.stats,CompactionHistoryPrinter.DefaultPrinter,128,0,8,0,25,0,6,0,2,0
JaCoCo Cassandara Coverage Report,org.apache.cassandra.tools.nodetool.stats,StatsPrinter.YamlPrinter,22,0,0,0,6,0,2,0,2,0
JaCoCo Cassandara Coverage Report,org.apache.cassandra.tools.nodetool.stats,TpStatsHolder,165,6,4,0,24,3,3,1,1,1
JaCoCo Cassandara Coverage Report,org.apache.cassandra.tools.nodetool.stats,TpStatsPrinter.DefaultPrinter,23,303,1,7,2,36,1,5,0,2
JaCoCo Cassandara Coverage Report,org.apache.cassandra.tools.nodetool.stats,StatsPrinter.JsonPrinter,52,0,10,0,9,0,7,0,2,0
JaCoCo Cassandara Coverage Report,org.apache.cassandra.tools.nodetool.stats,StatsTableComparator,1011,0,188,0,153,0,100,0,6,0
JaCoCo Cassandara Coverage Report,org.apache.cassandra.tools.nodetool.stats,StatsKeyspace,0,136,0,8,0,22,0,8,0,4
JaCoCo Cassandara Coverage Report,org.apache.cassandra.tools.nodetool.stats,TableStatsPrinter,15,14,3,2,4,3,4,1,1,1
JaCoCo Cassandara Coverage Report,org.apache.cassandra.tools.nodetool.stats,TableStatsHolder.OptionFilter,152,70,25,7,20,16,16,5,0,5
JaCoCo Cassandara Coverage Report,org.apache.cassandra.tools.nodetool.stats,CompactionHistoryPrinter,23,0,3,0,5,0,4,0,2,0
JaCoCo Cassandara Coverage Report,org.apache.cassandra.tools.nodetool.stats,StatsTable,0,37,0,0,0,11,0,1,0,1
JaCoCo Cassandara Coverage Report,org.apache.cassandra.tools.nodetool.stats,TableStatsPrinter.SortedDefaultPrinter,80,0,8,0,14,0,5,0,1,0
JaCoCo Cassandara Coverage Report,org.apache.cassandra.tools.nodetool.stats,DataPathsHolder,105,0,10,0,27,0,7,0,2,0
JaCoCo Cassandara Coverage Report,org.apache.cassandra.tools.nodetool.stats,DataPathsPrinter,23,0,4,0,6,0,4,0,2,0
JaCoCo Cassandara Coverage Report,org.apache.cassandra.tools.nodetool.stats,TableStatsHolder,596,893,48,52,103,170,38,25,5,8
JaCoCo Cassandara Coverage Report,org.apache.cassandra.tools.nodetool.stats,CompactionHistoryHolder,116,0,6,0,29,0,5,0,2,0
JaCoCo Cassandara Coverage Report,com.datastax.driver.core,PreparedStatementHelper,186,0,12,0,36,0,19,0,13,0
JaCoCo Cassandara Coverage Report,org.apache.cassandra.db,ClusteringBoundary,16,0,0,0,3,0,3,0,3,0
JaCoCo Cassandara Coverage Report,org.apache.cassandra.db,ReadCommand.Serializer,38,292,5,29,4,56,5,25,0,13
JaCoCo Cassandara Coverage Report,org.apache.cassandra.db,ReadCommand.DelayInjector,0,12,0,0,0,4,0,2,0,2
JaCoCo Cassandara Coverage Report,org.apache.cassandra.db,Slices.SelectAllSlices.new Slices.InOrderTester() {...},4,3,0,0,2,1,2,1,2,1
JaCoCo Cassandara Coverage Report,org.apache.cassandra.db,ReadResponse.LocalDataResponse,16,28,0,0,4,6,1,2,1,2
JaCoCo Cassandara Coverage Report,org.apache.cassandra.db,DataRange,103,284,15,31,17,54,14,35,6,20
JaCoCo Cassandara Coverage Report,org.apache.cassandra.db,MutableDeletionInfo.Builder,8,75,2,6,0,17,2,6,0,4
JaCoCo Cassandara Coverage Report,org.apache.cassandra.db,ColumnFamilyStore.Flush.new WrappedRunnable() {...},0,19,0,0,0,4,0,2,0,2
JaCoCo Cassandara Coverage Report,org.apache.cassandra.db,ClockAndCount,62,29,8,0,8,8,7,4,3,4
JaCoCo Cassandara Coverage Report,org.apache.cassandra.db,ReadQuery.new ReadQuery() {...},23,15,0,0,10,5,10,5,10,5
JaCoCo Cassandara Coverage Report,org.apache.cassandra.db,PreHashedDecoratedKey,0,22,0,0,0,7,0,2,0,2
JaCoCo Cassandara Coverage Report,org.apache.cassandra.db,ReadCommand.SelectionDeserializer,0,3,0,0,0,1,0,1,0,1
JaCoCo Cassandara Coverage Report,org.apache.cassandra.db,ColumnFamilyStore.FlushReason,0,224,0,0,0,23,0,1,0,1
JaCoCo Cassandara Coverage Report,org.apache.cassandra.db,SimpleBuilders,9,60,5,11,0,11,4,7,0,3
JaCoCo Cassandara Coverage Report,org.apache.cassandra.db,Columns,122,394,12,46,18,80,20,44,11,24
JaCoCo Cassandara Coverage Report,org.apache.cassandra.db,RepairedDataInfo.new RepairedDataInfo() {...},6,4,0,0,3,1,3,1,3,1
JaCoCo Cassandara Coverage Report,org.apache.cassandra.db,DiskBoundaries,114,235,30,32,14,46,22,25,2,14
JaCoCo Cassandara Coverage Report,org.apache.cassandra.db,ReadCommand.new Transformation() {...},139,0,10,0,26,0,13,0,8,0
JaCoCo Cassandara Coverage Report,org.apache.cassandra.db,ReadResponse.Serializer,12,113,3,13,0,29,3,9,0,4
JaCoCo Cassandara Coverage Report,org.apache.cassandra.db,WriteType,0,84,0,0,0,9,0,1,0,1
JaCoCo Cassandara Coverage Report,org.apache.cassandra.db,ColumnFamilyStore.new LifecycleNewTracker() {...},4,3,0,0,3,1,3,1,3,1
JaCoCo Cassandara Coverage Report,org.apache.cassandra.db,ColumnFamilyStore.new Runnable() {...},8,103,1,3,0,13,2,3,1,2
JaCoCo Cassandara Coverage Report,org.apache.cassandra.db,ReadCommand,90,482,20,38,17,108,16,52,2,37
JaCoCo Cassandara Coverage Report,org.apache.cassandra.db,DeletionTime.LegacySerializer,29,52,5,5,7,12,5,6,2,4
JaCoCo Cassandara Coverage Report,org.apache.cassandra.db,ArrayClusteringBound,6,47,1,1,1,7,2,5,1,5
JaCoCo Cassandara Coverage Report,org.apache.cassandra.db,PartitionPosition.ForKey,3,13,1,3,1,1,2,2,1,1
JaCoCo Cassandara Coverage Report,org.apache.cassandra.db,EmptyIterators.EmptyPartitionIterator,0,5,0,0,0,1,0,1,0,1
JaCoCo Cassandara Coverage Report,org.apache.cassandra.db,TruncateVerbHandler,0,71,0,0,0,12,0,3,0,3
JaCoCo Cassandara Coverage Report,org.apache.cassandra.db,UnfilteredValidation,127,28,7,5,21,9,7,3,2,2
JaCoCo Cassandara Coverage Report,org.apache.cassandra.db,ExpirationDateOverflowHandling.ExpirationDateOverflowPolicy,0,34,0,0,0,2,0,1,0,1
JaCoCo Cassandara Coverage Report,org.apache.cassandra.db,EmptyIterators.EmptyUnfilteredRowIterator,0,27,1,3,0,6,1,5,0,4
JaCoCo Cassandara Coverage Report,org.apache.cassandra.db,ConsistencyLevel,131,408,19,37,21,78,19,35,2,19
JaCoCo Cassandara Coverage Report,org.apache.cassandra.db,EmptyIterators,3,55,0,4,1,11,1,7,1,5
JaCoCo Cassandara Coverage Report,org.apache.cassandra.db,SinglePartitionReadCommand.VirtualTableSinglePartitionReadCommand,3,51,0,0,1,7,1,4,1,4
JaCoCo Cassandara Coverage Report,org.apache.cassandra.db,Slices.ArrayBackedSlices,72,497,18,62,13,97,17,38,3,12
JaCoCo Cassandara Coverage Report,org.apache.cassandra.db,Mutation.SizeOnlyCacheableSerialization,0,45,0,4,0,9,0,4,0,2
JaCoCo Cassandara Coverage Report,org.apache.cassandra.db,CassandraTableWriteHandler,0,21,0,0,0,7,0,2,0,2
JaCoCo Cassandara Coverage Report,org.apache.cassandra.db,MessageParams,15,28,0,2,5,9,3,5,3,4
JaCoCo Cassandara Coverage Report,org.apache.cassandra.db,CassandraKeyspaceWriteHandler,47,82,11,7,13,27,7,8,0,6
JaCoCo Cassandara Coverage Report,org.apache.cassandra.db,ExpirationDateOverflowHandling,12,162,1,16,5,25,2,12,1,4
JaCoCo Cassandara Coverage Report,org.apache.cassandra.db,SSTableImporter,542,345,52,24,106,62,39,13,7,7
JaCoCo Cassandara Coverage Report,org.apache.cassandra.db,Slices.Serializer,5,128,3,19,3,26,3,12,0,4
JaCoCo Cassandara Coverage Report,org.apache.cassandra.db,SinglePartitionReadCommand.Group,0,67,0,4,0,12,0,7,0,5
JaCoCo Cassandara Coverage Report,org.apache.cassandra.db,CounterMutation.CounterMutationSerializer,0,43,0,0,0,9,0,4,0,4
JaCoCo Cassandara Coverage Report,org.apache.cassandra.db,SystemKeyspace.BootstrapState,0,44,0,0,0,5,0,1,0,1
JaCoCo Cassandara Coverage Report,org.apache.cassandra.db,ReadCommand.Kind,0,34,0,0,0,6,0,2,0,2
JaCoCo Cassandara Coverage Report,org.apache.cassandra.db,SystemKeyspaceMigrator41,324,458,43,23,29,51,31,17,5,10
JaCoCo Cassandara Coverage Report,org.apache.cassandra.db,PartitionPosition.RowPositionSerializer,0,90,0,8,0,21,0,8,0,4
JaCoCo Cassandara Coverage Report,org.apache.cassandra.db,ArrayClusteringBoundary,31,31,0,0,4,5,3,4,3,4
JaCoCo Cassandara Coverage Report,org.apache.cassandra.db,BufferClusteringBoundOrBoundary,1,15,1,3,0,3,1,2,0,1
JaCoCo Cassandara Coverage Report,org.apache.cassandra.db,SinglePartitionReadCommand.Deserializer,0,29,0,0,0,3,0,1,0,1
JaCoCo Cassandara Coverage Report,org.apache.cassandra.db,Keyspace,430,859,50,88,75,187,51,72,14,40
JaCoCo Cassandara Coverage Report,org.apache.cassandra.db,Mutation,270,282,41,10,53,61,28,28,6,24
JaCoCo Cassandara Coverage Report,org.apache.cassandra.db,SSTableImporter.MovedSSTable,20,12,0,0,1,5,1,1,1,1
JaCoCo Cassandara Coverage Report,org.apache.cassandra.db,CounterMutationVerbHandler,0,39,0,0,0,10,0,4,0,4
JaCoCo Cassandara Coverage Report,org.apache.cassandra.db,CounterMutation,124,464,24,37,21,103,24,31,4,20
JaCoCo Cassandara Coverage Report,org.apache.cassandra.db,DiskBoundaryManager,17,297,4,34,1,54,4,23,0,8
JaCoCo Cassandara Coverage Report,org.apache.cassandra.db,Directories.DataDirectory,23,50,3,5,6,11,6,6,3,5
JaCoCo Cassandara Coverage Report,org.apache.cassandra.db,Slice.Serializer,0,52,0,0,0,9,0,4,0,4
JaCoCo Cassandara Coverage Report,org.apache.cassandra.db,ClusteringComparator.ByteComparableClustering.new ByteSource() {...},119,0,18,0,23,0,11,0,2,0
JaCoCo Cassandara Coverage Report,org.apache.cassandra.db,Slice,131,325,35,49,19,59,34,27,4,15
JaCoCo Cassandara Coverage Report,org.apache.cassandra.db,BufferClusteringBoundary,49,13,0,0,7,3,6,2,6,2
JaCoCo Cassandara Coverage Report,org.apache.cassandra.db,PartitionRangeReadCommand.VirtualTablePartitionRangeReadCommand,3,48,0,0,1,7,1,4,1,4
JaCoCo Cassandara Coverage Report,org.apache.cassandra.db,SinglePartitionReadCommand.VirtualTableGroup,19,20,1,1,3,4,2,2,1,2
JaCoCo Cassandara Coverage Report,org.apache.cassandra.db,RepairedDataInfo.RepairedDataPurger,8,31,0,0,2,11,3,5,3,5
JaCoCo Cassandara Coverage Report,org.apache.cassandra.db,SimpleBuilders.RowBuilder,133,298,24,34,15,63,22,23,2,13
JaCoCo Cassandara Coverage Report,org.apache.cassandra.db,SimpleBuilders.PartitionUpdateBuilder.RTBuilder,72,0,0,0,21,0,8,0,8,0
JaCoCo Cassandara Coverage Report,org.apache.cassandra.db,PartitionRangeReadCommand.new Transformation() {...},24,27,3,1,5,6,2,2,0,2
JaCoCo Cassandara Coverage Report,org.apache.cassandra.db,StorageHook,6,12,1,1,1,4,1,2,0,2
JaCoCo Cassandara Coverage Report,org.apache.cassandra.db,SimpleBuilders.MutationBuilder,30,105,4,8,3,20,4,7,1,4
JaCoCo Cassandara Coverage Report,org.apache.cassandra.db,DeletionPurger,0,34,0,8,0,3,0,8,0,4
JaCoCo Cassandara Coverage Report,org.apache.cassandra.db,ReadQuery,2,7,0,0,2,2,2,2,2,2
JaCoCo Cassandara Coverage Report,org.apache.cassandra.db,MutationVerbHandler,9,78,0,2,4,23,2,8,2,7
JaCoCo Cassandara Coverage Report,org.apache.cassandra.db,Directories.FileType,0,34,0,0,0,4,0,1,0,1
JaCoCo Cassandara Coverage Report,org.apache.cassandra.db,CachedHashDecoratedKey,0,39,0,2,0,11,0,3,0,2
JaCoCo Cassandara Coverage Report,org.apache.cassandra.db,BufferClusteringBound,14,50,1,1,3,9,4,7,3,7
JaCoCo Cassandara Coverage Report,org.apache.cassandra.db,Slice.new Slice() {...},10,7,2,0,2,2,3,2,2,2
JaCoCo Cassandara Coverage Report,org.apache.cassandra.db,ReadResponse.RemoteDataResponse,0,8,0,0,0,2,0,1,0,1
JaCoCo Cassandara Coverage Report,org.apache.cassandra.db,Clustering,5,156,3,17,0,23,3,14,0,7
JaCoCo Cassandara Coverage Report,org.apache.cassandra.db,EmptyIterators.EmptyBaseRowIterator,5,43,1,1,1,15,2,9,1,9
JaCoCo Cassandara Coverage Report,org.apache.cassandra.db,AbstractCompactionController,14,16,1,1,3,7,4,2,3,2
JaCoCo Cassandara Coverage Report,org.apache.cassandra.db,SimpleBuilders.PartitionUpdateBuilder,76,139,11,7,14,28,10,7,3,5
JaCoCo Cassandara Coverage Report,org.apache.cassandra.db,TypeSizes,27,68,2,8,6,21,7,14,5,11
